county,year,month,births,Pop2010
"Suffolk County, NY",2019,April,340,1493350
"Suffolk County, NY",2019,May,427,1493350
"Suffolk County, NY",2019,June,373,1493350
"Suffolk County, NY",2019,July,447,1493350
"Suffolk County, NY",2019,August,438,1493350
"Suffolk County, NY",2019,September,434,1493350
"Suffolk County, NY",2019,October,422,1493350
"Suffolk County, NY",2019,November,378,1493350
"Suffolk County, NY",2019,December,368,1493350
"Tompkins County, NY",2016,January,23,101564
"Tompkins County, NY",2016,February,38,101564
"Tompkins County, NY",2016,March,33,101564
"Tompkins County, NY",2016,April,27,101564
"Tompkins County, NY",2016,May,29,101564
"Tompkins County, NY",2016,June,26,101564
"Tompkins County, NY",2016,July,39,101564
"Tompkins County, NY",2016,August,28,101564
"Tompkins County, NY",2016,September,21,101564
"Tompkins County, NY",2016,October,36,101564
"Tompkins County, NY",2016,November,34,101564
"Tompkins County, NY",2016,December,35,101564
"Tompkins County, NY",2017,January,27,101564
"Tompkins County, NY",2017,February,22,101564
"Tompkins County, NY",2017,March,30,101564
"Tompkins County, NY",2017,April,36,101564
"Tompkins County, NY",2017,May,35,101564
"Tompkins County, NY",2017,June,29,101564
"Tompkins County, NY",2017,July,43,101564
"Tompkins County, NY",2017,August,34,101564
"Tompkins County, NY",2017,September,27,101564
"Tompkins County, NY",2017,October,33,101564
"Tompkins County, NY",2017,November,24,101564
"Tompkins County, NY",2017,December,21,101564
"Tompkins County, NY",2018,January,23,101564
"Tompkins County, NY",2018,February,25,101564
"Tompkins County, NY",2018,March,31,101564
"Tompkins County, NY",2018,April,28,101564
"Tompkins County, NY",2018,May,27,101564
"Tompkins County, NY",2018,June,28,101564
"Tompkins County, NY",2018,July,22,101564
"Tompkins County, NY",2018,August,31,101564
"Tompkins County, NY",2018,September,29,101564
"Tompkins County, NY",2018,October,25,101564
"Tompkins County, NY",2018,November,34,101564
"Tompkins County, NY",2018,December,32,101564
"Tompkins County, NY",2019,January,29,101564
"Tompkins County, NY",2019,February,18,101564
"Tompkins County, NY",2019,March,20,101564
"Tompkins County, NY",2019,April,28,101564
"Tompkins County, NY",2019,May,36,101564
"Tompkins County, NY",2019,June,36,101564
"Tompkins County, NY",2019,July,25,101564
"Tompkins County, NY",2019,August,23,101564
"Tompkins County, NY",2019,September,47,101564
"Tompkins County, NY",2019,October,26,101564
"Tompkins County, NY",2019,November,26,101564
"Tompkins County, NY",2019,December,32,101564
"Ulster County, NY",2016,January,46,182493
"Ulster County, NY",2016,February,32,182493
"Ulster County, NY",2016,March,48,182493
"Ulster County, NY",2016,April,48,182493
"Ulster County, NY",2016,May,48,182493
"Ulster County, NY",2016,June,60,182493
"Ulster County, NY",2016,July,59,182493
"Ulster County, NY",2016,August,62,182493
"Ulster County, NY",2016,September,48,182493
"Ulster County, NY",2016,October,51,182493
"Ulster County, NY",2016,November,40,182493
"Ulster County, NY",2016,December,40,182493
"Ulster County, NY",2017,January,42,182493
"Ulster County, NY",2017,February,35,182493
"Ulster County, NY",2017,March,60,182493
"Ulster County, NY",2017,April,55,182493
"Ulster County, NY",2017,May,52,182493
"Ulster County, NY",2017,June,65,182493
"Ulster County, NY",2017,July,42,182493
"Ulster County, NY",2017,August,57,182493
"Ulster County, NY",2017,September,47,182493
"Ulster County, NY",2017,October,59,182493
"Ulster County, NY",2017,November,55,182493
"Ulster County, NY",2017,December,35,182493
"Ulster County, NY",2018,January,48,182493
"Ulster County, NY",2018,February,32,182493
"Ulster County, NY",2018,March,45,182493
"Ulster County, NY",2018,April,37,182493
"Ulster County, NY",2018,May,40,182493
"Ulster County, NY",2018,June,52,182493
"Ulster County, NY",2018,July,47,182493
"Ulster County, NY",2018,August,59,182493
"Ulster County, NY",2018,September,51,182493
"Ulster County, NY",2018,October,47,182493
"Ulster County, NY",2018,November,38,182493
"Ulster County, NY",2018,December,52,182493
"Ulster County, NY",2019,January,34,182493
"Ulster County, NY",2019,February,34,182493
"Ulster County, NY",2019,March,49,182493
"Ulster County, NY",2019,April,35,182493
"Ulster County, NY",2019,May,56,182493
"Ulster County, NY",2019,June,46,182493
"Ulster County, NY",2019,July,47,182493
"Ulster County, NY",2019,August,47,182493
"Ulster County, NY",2019,September,51,182493
"Ulster County, NY",2019,October,38,182493
"Ulster County, NY",2019,November,36,182493
"Ulster County, NY",2019,December,49,182493
"Westchester County, NY",2016,January,373,949113
"Westchester County, NY",2016,February,359,949113
"Westchester County, NY",2016,March,338,949113
"Westchester County, NY",2016,April,361,949113
"Westchester County, NY",2016,May,392,949113
"Westchester County, NY",2016,June,401,949113
"Westchester County, NY",2016,July,401,949113
"Westchester County, NY",2016,August,395,949113
"Westchester County, NY",2016,September,367,949113
"Westchester County, NY",2016,October,350,949113
"Westchester County, NY",2016,November,359,949113
"Westchester County, NY",2016,December,376,949113
"Westchester County, NY",2017,January,360,949113
"Westchester County, NY",2017,February,318,949113
"Westchester County, NY",2017,March,370,949113
"Westchester County, NY",2017,April,399,949113
"Westchester County, NY",2017,May,385,949113
"Westchester County, NY",2017,June,352,949113
"Westchester County, NY",2017,July,430,949113
"Westchester County, NY",2017,August,412,949113
"Westchester County, NY",2017,September,403,949113
"Westchester County, NY",2017,October,340,949113
"Westchester County, NY",2017,November,383,949113
"Westchester County, NY",2017,December,329,949113
"Westchester County, NY",2018,January,337,949113
"Westchester County, NY",2018,February,324,949113
"Westchester County, NY",2018,March,353,949113
"Westchester County, NY",2018,April,341,949113
"Westchester County, NY",2018,May,360,949113
"Westchester County, NY",2018,June,355,949113
"Westchester County, NY",2018,July,344,949113
"Westchester County, NY",2018,August,373,949113
"Westchester County, NY",2018,September,350,949113
"Westchester County, NY",2018,October,323,949113
"Westchester County, NY",2018,November,315,949113
"Westchester County, NY",2018,December,363,949113
"Westchester County, NY",2019,January,334,949113
"Westchester County, NY",2019,February,293,949113
"Westchester County, NY",2019,March,295,949113
"Westchester County, NY",2019,April,306,949113
"Westchester County, NY",2019,May,371,949113
"Westchester County, NY",2019,June,350,949113
"Westchester County, NY",2019,July,370,949113
"Westchester County, NY",2019,August,355,949113
"Westchester County, NY",2019,September,336,949113
"Westchester County, NY",2019,October,348,949113
"Westchester County, NY",2019,November,294,949113
"Westchester County, NY",2019,December,299,949113
"Alamance County, NC",2016,January,69,151131
"Alamance County, NC",2016,February,65,151131
"Alamance County, NC",2016,March,69,151131
"Alamance County, NC",2016,April,75,151131
"Alamance County, NC",2016,May,64,151131
"Alamance County, NC",2016,June,70,151131
"Alamance County, NC",2016,July,88,151131
"Alamance County, NC",2016,August,68,151131
"Alamance County, NC",2016,September,65,151131
"Alamance County, NC",2016,October,76,151131
"Alamance County, NC",2016,November,73,151131
"Alamance County, NC",2016,December,88,151131
"Alamance County, NC",2017,January,68,151131
"Alamance County, NC",2017,February,64,151131
"Alamance County, NC",2017,March,72,151131
"Alamance County, NC",2017,April,73,151131
"Alamance County, NC",2017,May,62,151131
"Alamance County, NC",2017,June,62,151131
"Alamance County, NC",2017,July,85,151131
"Alamance County, NC",2017,August,79,151131
"Alamance County, NC",2017,September,90,151131
"Alamance County, NC",2017,October,112,151131
"Alamance County, NC",2017,November,83,151131
"Alamance County, NC",2017,December,95,151131
"Alamance County, NC",2018,January,76,151131
"Alamance County, NC",2018,February,53,151131
"Alamance County, NC",2018,March,69,151131
"Alamance County, NC",2018,April,67,151131
"Alamance County, NC",2018,May,81,151131
"Alamance County, NC",2018,June,75,151131
"Alamance County, NC",2018,July,57,151131
"Alamance County, NC",2018,August,83,151131
"Alamance County, NC",2018,September,78,151131
"Alamance County, NC",2018,October,73,151131
"Alamance County, NC",2018,November,56,151131
"Alamance County, NC",2018,December,61,151131
"Alamance County, NC",2019,January,54,151131
"Alamance County, NC",2019,February,39,151131
"Alamance County, NC",2019,March,69,151131
"Alamance County, NC",2019,April,60,151131
"Alamance County, NC",2019,May,62,151131
"Alamance County, NC",2019,June,64,151131
"Alamance County, NC",2019,July,69,151131
"Alamance County, NC",2019,August,68,151131
"Alamance County, NC",2019,September,62,151131
"Alamance County, NC",2019,October,44,151131
"Alamance County, NC",2019,November,55,151131
"Alamance County, NC",2019,December,60,151131
"Brunswick County, NC",2016,January,44,107431
"Brunswick County, NC",2016,February,26,107431
"Brunswick County, NC",2016,March,35,107431
"Brunswick County, NC",2016,April,30,107431
"Brunswick County, NC",2016,May,34,107431
"Brunswick County, NC",2016,June,41,107431
"Brunswick County, NC",2016,July,40,107431
"Brunswick County, NC",2016,August,45,107431
"Brunswick County, NC",2016,September,31,107431
"Brunswick County, NC",2016,October,33,107431
"Brunswick County, NC",2016,November,38,107431
"Brunswick County, NC",2016,December,33,107431
"Brunswick County, NC",2017,January,46,107431
"Brunswick County, NC",2017,February,31,107431
"Brunswick County, NC",2017,March,35,107431
"Brunswick County, NC",2017,April,37,107431
"Brunswick County, NC",2017,May,39,107431
"Brunswick County, NC",2017,June,29,107431
"Brunswick County, NC",2017,July,38,107431
"Brunswick County, NC",2017,August,43,107431
"Brunswick County, NC",2017,September,33,107431
"Brunswick County, NC",2017,October,46,107431
"Brunswick County, NC",2017,November,37,107431
"Brunswick County, NC",2017,December,32,107431
"Brunswick County, NC",2018,January,35,107431
"Brunswick County, NC",2018,February,17,107431
"Brunswick County, NC",2018,March,18,107431
"Brunswick County, NC",2018,April,29,107431
"Brunswick County, NC",2018,May,35,107431
"Brunswick County, NC",2018,June,37,107431
"Brunswick County, NC",2018,July,36,107431
"Brunswick County, NC",2018,August,42,107431
"Brunswick County, NC",2018,September,46,107431
"Brunswick County, NC",2018,October,38,107431
"Brunswick County, NC",2018,November,34,107431
"Brunswick County, NC",2018,December,36,107431
"Brunswick County, NC",2019,January,46,107431
"Brunswick County, NC",2019,February,34,107431
"Brunswick County, NC",2019,March,33,107431
"Brunswick County, NC",2019,April,20,107431
"Brunswick County, NC",2019,May,30,107431
"Brunswick County, NC",2019,June,32,107431
"Brunswick County, NC",2019,July,43,107431
"Brunswick County, NC",2019,August,42,107431
"Brunswick County, NC",2019,September,23,107431
"Brunswick County, NC",2019,October,34,107431
"Brunswick County, NC",2019,November,29,107431
"Brunswick County, NC",2019,December,27,107431
"Buncombe County, NC",2016,January,111,238318
"Buncombe County, NC",2016,February,102,238318
"Buncombe County, NC",2016,March,103,238318
"Buncombe County, NC",2016,April,99,238318
"Buncombe County, NC",2016,May,95,238318
"Buncombe County, NC",2016,June,82,238318
"Buncombe County, NC",2016,July,73,238318
"Buncombe County, NC",2016,August,100,238318
"Buncombe County, NC",2016,September,112,238318
"Buncombe County, NC",2016,October,91,238318
"Buncombe County, NC",2016,November,78,238318
"Buncombe County, NC",2016,December,85,238318
"Buncombe County, NC",2017,January,77,238318
"Buncombe County, NC",2017,February,61,238318
"Buncombe County, NC",2017,March,83,238318
"Buncombe County, NC",2017,April,60,238318
"Buncombe County, NC",2017,May,78,238318
"Buncombe County, NC",2017,June,96,238318
"Buncombe County, NC",2017,July,97,238318
"Buncombe County, NC",2017,August,79,238318
"Buncombe County, NC",2017,September,96,238318
"Buncombe County, NC",2017,October,69,238318
"Buncombe County, NC",2017,November,82,238318
"Buncombe County, NC",2017,December,83,238318
"Buncombe County, NC",2018,January,83,238318
"Buncombe County, NC",2018,February,84,238318
"Buncombe County, NC",2018,March,100,238318
"Buncombe County, NC",2018,April,85,238318
"Buncombe County, NC",2018,May,81,238318
"Buncombe County, NC",2018,June,79,238318
"Buncombe County, NC",2018,July,108,238318
"Buncombe County, NC",2018,August,86,238318
"Buncombe County, NC",2018,September,107,238318
"Buncombe County, NC",2018,October,89,238318
"Buncombe County, NC",2018,November,90,238318
"Buncombe County, NC",2018,December,80,238318
"Buncombe County, NC",2019,January,85,238318
"Buncombe County, NC",2019,February,69,238318
"Buncombe County, NC",2019,March,100,238318
"Buncombe County, NC",2019,April,62,238318
"Buncombe County, NC",2019,May,85,238318
"Buncombe County, NC",2019,June,90,238318
"Buncombe County, NC",2019,July,71,238318
"Buncombe County, NC",2019,August,84,238318
"Buncombe County, NC",2019,September,111,238318
"Buncombe County, NC",2019,October,93,238318
"Buncombe County, NC",2019,November,88,238318
"Buncombe County, NC",2019,December,95,238318
"Cabarrus County, NC",2016,January,91,178011
"Cabarrus County, NC",2016,February,74,178011
"Cabarrus County, NC",2016,March,85,178011
"Cabarrus County, NC",2016,April,65,178011
"Cabarrus County, NC",2016,May,88,178011
"Cabarrus County, NC",2016,June,81,178011
"Cabarrus County, NC",2016,July,102,178011
"Cabarrus County, NC",2016,August,104,178011
"Cabarrus County, NC",2016,September,105,178011
"Cabarrus County, NC",2016,October,94,178011
"Cabarrus County, NC",2016,November,83,178011
"Cabarrus County, NC",2016,December,90,178011
"Cabarrus County, NC",2017,January,113,178011
"Cabarrus County, NC",2017,February,88,178011
"Cabarrus County, NC",2017,March,87,178011
"Cabarrus County, NC",2017,April,91,178011
"Cabarrus County, NC",2017,May,85,178011
"Cabarrus County, NC",2017,June,93,178011
"Cabarrus County, NC",2017,July,81,178011
"Cabarrus County, NC",2017,August,100,178011
"Cabarrus County, NC",2017,September,91,178011
"Cabarrus County, NC",2017,October,88,178011
"Cabarrus County, NC",2017,November,82,178011
"Cabarrus County, NC",2017,December,85,178011
"Cabarrus County, NC",2018,January,94,178011
"Cabarrus County, NC",2018,February,65,178011
"Cabarrus County, NC",2018,March,65,178011
"Cabarrus County, NC",2018,April,87,178011
"Cabarrus County, NC",2018,May,61,178011
