county,year,month,crashes,pop2010
Trousdale,2014,April,20,7870
Trousdale,2014,May,10,7870
Trousdale,2014,June,27,7870
Trousdale,2014,July,20,7870
Trousdale,2014,August,15,7870
Trousdale,2014,September,18,7870
Trousdale,2014,October,23,7870
Trousdale,2014,November,22,7870
Trousdale,2014,December,20,7870
Unicoi,2014,January,44,18313
Unicoi,2014,February,25,18313
Unicoi,2014,March,28,18313
Unicoi,2014,April,26,18313
Unicoi,2014,May,37,18313
Unicoi,2014,June,29,18313
Unicoi,2014,July,29,18313
Unicoi,2014,August,31,18313
Unicoi,2014,September,24,18313
Unicoi,2014,October,39,18313
Unicoi,2014,November,42,18313
Unicoi,2014,December,24,18313
Union,2014,January,24,19109
Union,2014,February,21,19109
Union,2014,March,18,19109
Union,2014,April,8,19109
Union,2014,May,15,19109
Union,2014,June,15,19109
Union,2014,July,16,19109
Union,2014,August,19,19109
Union,2014,September,25,19109
Union,2014,October,21,19109
Union,2014,November,24,19109
Union,2014,December,26,19109
VanBuren,2014,January,6,NA
VanBuren,2014,February,4,NA
VanBuren,2014,March,6,NA
VanBuren,2014,April,6,NA
VanBuren,2014,May,15,NA
VanBuren,2014,June,15,NA
VanBuren,2014,July,4,NA
VanBuren,2014,August,6,NA
VanBuren,2014,September,10,NA
VanBuren,2014,October,13,NA
VanBuren,2014,November,18,NA
VanBuren,2014,December,12,NA
Warren,2014,January,64,39839
Warren,2014,February,61,39839
Warren,2014,March,56,39839
Warren,2014,April,75,39839
Warren,2014,May,71,39839
Warren,2014,June,72,39839
Warren,2014,July,58,39839
Warren,2014,August,76,39839
Warren,2014,September,59,39839
Warren,2014,October,92,39839
Warren,2014,November,81,39839
Warren,2014,December,76,39839
Washington,2014,January,345,122979
Washington,2014,February,263,122979
Washington,2014,March,293,122979
Washington,2014,April,299,122979
Washington,2014,May,305,122979
Washington,2014,June,264,122979
Washington,2014,July,284,122979
Washington,2014,August,271,122979
Washington,2014,September,318,122979
Washington,2014,October,372,122979
Washington,2014,November,342,122979
Washington,2014,December,318,122979
Wayne,2014,January,24,17021
Wayne,2014,February,17,17021
Wayne,2014,March,19,17021
Wayne,2014,April,16,17021
Wayne,2014,May,26,17021
Wayne,2014,June,24,17021
Wayne,2014,July,22,17021
Wayne,2014,August,25,17021
Wayne,2014,September,23,17021
Wayne,2014,October,29,17021
Wayne,2014,November,36,17021
Wayne,2014,December,38,17021
Weakley,2014,January,42,35021
Weakley,2014,February,57,35021
Weakley,2014,March,41,35021
Weakley,2014,April,40,35021
Weakley,2014,May,45,35021
Weakley,2014,June,34,35021
Weakley,2014,July,35,35021
Weakley,2014,August,38,35021
Weakley,2014,September,53,35021
Weakley,2014,October,62,35021
Weakley,2014,November,47,35021
Weakley,2014,December,31,35021
White,2014,January,38,25841
White,2014,February,32,25841
White,2014,March,39,25841
White,2014,April,36,25841
White,2014,May,41,25841
White,2014,June,43,25841
White,2014,July,41,25841
White,2014,August,38,25841
White,2014,September,43,25841
White,2014,October,45,25841
White,2014,November,41,25841
White,2014,December,41,25841
Williamson,2014,January,349,183182
Williamson,2014,February,320,183182
Williamson,2014,March,376,183182
Williamson,2014,April,378,183182
Williamson,2014,May,395,183182
Williamson,2014,June,336,183182
Williamson,2014,July,366,183182
Williamson,2014,August,395,183182
Williamson,2014,September,349,183182
Williamson,2014,October,463,183182
Williamson,2014,November,464,183182
Williamson,2014,December,515,183182
Wilson,2014,January,180,113993
Wilson,2014,February,201,113993
Wilson,2014,March,217,113993
Wilson,2014,April,231,113993
Wilson,2014,May,230,113993
Wilson,2014,June,224,113993
Wilson,2014,July,196,113993
Wilson,2014,August,227,113993
Wilson,2014,September,223,113993
Wilson,2014,October,312,113993
Wilson,2014,November,252,113993
Wilson,2014,December,283,113993
Anderson,2015,January,157,75129
Anderson,2015,February,116,75129
Anderson,2015,March,153,75129
Anderson,2015,April,151,75129
Anderson,2015,May,154,75129
Anderson,2015,June,149,75129
Anderson,2015,July,173,75129
Anderson,2015,August,157,75129
Anderson,2015,September,175,75129
Anderson,2015,October,213,75129
Anderson,2015,November,216,75129
Anderson,2015,December,216,75129
Bedford,2015,January,88,45058
Bedford,2015,February,87,45058
Bedford,2015,March,80,45058
Bedford,2015,April,83,45058
Bedford,2015,May,83,45058
Bedford,2015,June,74,45058
Bedford,2015,July,89,45058
Bedford,2015,August,118,45058
Bedford,2015,September,113,45058
Bedford,2015,October,114,45058
Bedford,2015,November,89,45058
Bedford,2015,December,108,45058
Benton,2015,January,22,16489
Benton,2015,February,26,16489
Benton,2015,March,34,16489
Benton,2015,April,18,16489
Benton,2015,May,29,16489
Benton,2015,June,36,16489
Benton,2015,July,40,16489
Benton,2015,August,28,16489
Benton,2015,September,32,16489
Benton,2015,October,33,16489
Benton,2015,November,22,16489
Benton,2015,December,27,16489
Bledsoe,2015,January,6,12876
Bledsoe,2015,February,6,12876
Bledsoe,2015,March,4,12876
Bledsoe,2015,April,3,12876
Bledsoe,2015,May,2,12876
Bledsoe,2015,June,8,12876
Bledsoe,2015,July,6,12876
Bledsoe,2015,August,10,12876
Bledsoe,2015,September,10,12876
Bledsoe,2015,October,18,12876
Bledsoe,2015,November,12,12876
Bledsoe,2015,December,10,12876
Blount,2015,January,210,123010
Blount,2015,February,222,123010
Blount,2015,March,212,123010
Blount,2015,April,256,123010
Blount,2015,May,287,123010
Blount,2015,June,274,123010
Blount,2015,July,285,123010
Blount,2015,August,276,123010
Blount,2015,September,312,123010
Blount,2015,October,352,123010
Blount,2015,November,317,123010
Blount,2015,December,284,123010
Bradley,2015,January,265,98963
Bradley,2015,February,241,98963
Bradley,2015,March,266,98963
Bradley,2015,April,260,98963
Bradley,2015,May,290,98963
Bradley,2015,June,233,98963
Bradley,2015,July,235,98963
Bradley,2015,August,262,98963
Bradley,2015,September,332,98963
Bradley,2015,October,362,98963
Bradley,2015,November,324,98963
Bradley,2015,December,324,98963
Campbell,2015,January,82,40716
Campbell,2015,February,63,40716
Campbell,2015,March,83,40716
Campbell,2015,April,90,40716
Campbell,2015,May,94,40716
Campbell,2015,June,94,40716
Campbell,2015,July,120,40716
Campbell,2015,August,85,40716
Campbell,2015,September,100,40716
Campbell,2015,October,85,40716
Campbell,2015,November,82,40716
Campbell,2015,December,112,40716
Cannon,2015,January,23,13801
Cannon,2015,February,12,13801
Cannon,2015,March,18,13801
Cannon,2015,April,16,13801
Cannon,2015,May,24,13801
Cannon,2015,June,21,13801
Cannon,2015,July,20,13801
Cannon,2015,August,24,13801
Cannon,2015,September,28,13801
Cannon,2015,October,31,13801
Cannon,2015,November,34,13801
Cannon,2015,December,33,13801
Carroll,2015,January,28,28522
Carroll,2015,February,35,28522
Carroll,2015,March,27,28522
Carroll,2015,April,31,28522
Carroll,2015,May,40,28522
Carroll,2015,June,32,28522
Carroll,2015,July,31,28522
Carroll,2015,August,26,28522
Carroll,2015,September,30,28522
Carroll,2015,October,48,28522
Carroll,2015,November,46,28522
Carroll,2015,December,29,28522
Carter,2015,January,79,57424
Carter,2015,February,116,57424
Carter,2015,March,77,57424
Carter,2015,April,109,57424
Carter,2015,May,106,57424
Carter,2015,June,115,57424
Carter,2015,July,106,57424
Carter,2015,August,107,57424
Carter,2015,September,108,57424
Carter,2015,October,134,57424
Carter,2015,November,127,57424
Carter,2015,December,109,57424
Cheatham,2015,January,68,39105
Cheatham,2015,February,84,39105
Cheatham,2015,March,68,39105
Cheatham,2015,April,69,39105
Cheatham,2015,May,76,39105
Cheatham,2015,June,69,39105
Cheatham,2015,July,71,39105
Cheatham,2015,August,51,39105
Cheatham,2015,September,57,39105
Cheatham,2015,October,96,39105
Cheatham,2015,November,101,39105
Cheatham,2015,December,72,39105
Chester,2015,January,39,17131
Chester,2015,February,18,17131
Chester,2015,March,40,17131
Chester,2015,April,18,17131
Chester,2015,May,29,17131
Chester,2015,June,17,17131
Chester,2015,July,19,17131
Chester,2015,August,30,17131
Chester,2015,September,40,17131
Chester,2015,October,37,17131
Chester,2015,November,36,17131
Chester,2015,December,34,17131
Claiborne,2015,January,39,32213
Claiborne,2015,February,24,32213
Claiborne,2015,March,29,32213
Claiborne,2015,April,38,32213
Claiborne,2015,May,47,32213
Claiborne,2015,June,28,32213
Claiborne,2015,July,41,32213
Claiborne,2015,August,36,32213
Claiborne,2015,September,40,32213
Claiborne,2015,October,46,32213
Claiborne,2015,November,29,32213
Claiborne,2015,December,49,32213
Clay,2015,January,5,7861
Clay,2015,February,13,7861
Clay,2015,March,16,7861
Clay,2015,April,10,7861
Clay,2015,May,11,7861
Clay,2015,June,20,7861
Clay,2015,July,14,7861
Clay,2015,August,11,7861
Clay,2015,September,13,7861
Clay,2015,October,8,7861
Clay,2015,November,10,7861
Clay,2015,December,9,7861
Cocke,2015,January,83,35662
Cocke,2015,February,82,35662
Cocke,2015,March,82,35662
Cocke,2015,April,85,35662
Cocke,2015,May,79,35662
Cocke,2015,June,87,35662
Cocke,2015,July,99,35662
Cocke,2015,August,92,35662
Cocke,2015,September,114,35662
Cocke,2015,October,106,35662
Cocke,2015,November,102,35662
Cocke,2015,December,91,35662
Coffee,2015,January,114,52796
Coffee,2015,February,105,52796
Coffee,2015,March,124,52796
Coffee,2015,April,118,52796
Coffee,2015,May,124,52796
Coffee,2015,June,133,52796
Coffee,2015,July,129,52796
Coffee,2015,August,133,52796
Coffee,2015,September,125,52796
Coffee,2015,October,167,52796
Coffee,2015,November,135,52796
Coffee,2015,December,116,52796
Crockett,2015,January,18,14586
Crockett,2015,February,29,14586
Crockett,2015,March,11,14586
Crockett,2015,April,24,14586
Crockett,2015,May,21,14586
Crockett,2015,June,16,14586
Crockett,2015,July,27,14586
Crockett,2015,August,30,14586
Crockett,2015,September,15,14586
Crockett,2015,October,23,14586
Crockett,2015,November,25,14586
Crockett,2015,December,18,14586
Cumberland,2015,January,101,56053
Cumberland,2015,February,125,56053
Cumberland,2015,March,104,56053
Cumberland,2015,April,102,56053
Cumberland,2015,May,143,56053
Cumberland,2015,June,134,56053
Cumberland,2015,July,124,56053
Cumberland,2015,August,133,56053
Cumberland,2015,September,125,56053
Cumberland,2015,October,146,56053
Cumberland,2015,November,154,56053
Cumberland,2015,December,143,56053
Davidson,2015,January,2293,626681
Davidson,2015,February,2382,626681
Davidson,2015,March,2567,626681
Davidson,2015,April,2465,626681
Davidson,2015,May,2576,626681
Davidson,2015,June,2427,626681
Davidson,2015,July,2506,626681
Davidson,2015,August,2652,626681
Davidson,2015,September,2824,626681
Davidson,2015,October,3161,626681
Davidson,2015,November,2746,626681
Davidson,2015,December,2766,626681
Decatur,2015,January,14,11757
Decatur,2015,February,18,11757
Decatur,2015,March,12,11757
Decatur,2015,April,20,11757
Decatur,2015,May,15,11757
Decatur,2015,June,18,11757
Decatur,2015,July,21,11757
Decatur,2015,August,18,11757
Decatur,2015,September,17,11757
Decatur,2015,October,20,11757
Decatur,2015,November,18,11757
Decatur,2015,December,23,11757
DeKalb,2015,January,36,18723
DeKalb,2015,February,45,18723
DeKalb,2015,March,35,18723
DeKalb,2015,April,38,18723
DeKalb,2015,May,45,18723
DeKalb,2015,June,40,18723
DeKalb,2015,July,37,18723
DeKalb,2015,August,41,18723
DeKalb,2015,September,38,18723
DeKalb,2015,October,39,18723
DeKalb,2015,November,26,18723
DeKalb,2015,December,37,18723
Dickson,2015,January,117,49666
Dickson,2015,February,136,49666
Dickson,2015,March,116,49666
Dickson,2015,April,117,49666
Dickson,2015,May,122,49666
Dickson,2015,June,133,49666
Dickson,2015,July,143,49666
Dickson,2015,August,111,49666
Dickson,2015,September,110,49666
Dickson,2015,October,145,49666
Dickson,2015,November,189,49666
Dickson,2015,December,160,49666
Dyer,2015,January,58,38335
Dyer,2015,February,82,38335
Dyer,2015,March,80,38335
Dyer,2015,April,69,38335
Dyer,2015,May,79,38335
Dyer,2015,June,66,38335
Dyer,2015,July,84,38335
Dyer,2015,August,70,38335
Dyer,2015,September,64,38335
Dyer,2015,October,65,38335
Dyer,2015,November,74,38335
Dyer,2015,December,65,38335
Fayette,2015,January,37,38413
Fayette,2015,February,41,38413
Fayette,2015,March,41,38413
Fayette,2015,April,41,38413
Fayette,2015,May,47,38413
Fayette,2015,June,41,38413
Fayette,2015,July,39,38413
Fayette,2015,August,54,38413
Fayette,2015,September,43,38413
Fayette,2015,October,67,38413
Fayette,2015,November,52,38413
Fayette,2015,December,65,38413
Fentress,2015,January,22,17959
Fentress,2015,February,18,17959
Fentress,2015,March,25,17959
Fentress,2015,April,31,17959
Fentress,2015,May,30,17959
Fentress,2015,June,28,17959
Fentress,2015,July,28,17959
Fentress,2015,August,27,17959
Fentress,2015,September,36,17959
Fentress,2015,October,45,17959
Fentress,2015,November,33,17959
Fentress,2015,December,26,17959
Franklin,2015,January,68,41052
Franklin,2015,February,62,41052
Franklin,2015,March,65,41052
Franklin,2015,April,85,41052
Franklin,2015,May,70,41052
Franklin,2015,June,65,41052
Franklin,2015,July,71,41052
Franklin,2015,August,77,41052
Franklin,2015,September,93,41052
Franklin,2015,October,93,41052
Franklin,2015,November,80,41052
Franklin,2015,December,81,41052
Gibson,2015,January,56,49683
Gibson,2015,February,45,49683
Gibson,2015,March,53,49683
Gibson,2015,April,56,49683
Gibson,2015,May,57,49683
Gibson,2015,June,56,49683
Gibson,2015,July,47,49683
Gibson,2015,August,53,49683
Gibson,2015,September,59,49683
Gibson,2015,October,65,49683
Gibson,2015,November,68,49683
Gibson,2015,December,78,49683
Giles,2015,January,64,29485
Giles,2015,February,65,29485
Giles,2015,March,84,29485
Giles,2015,April,59,29485
Giles,2015,May,73,29485
Giles,2015,June,69,29485
Giles,2015,July,78,29485
Giles,2015,August,94,29485
Giles,2015,September,80,29485
Giles,2015,October,100,29485
Giles,2015,November,102,29485
Giles,2015,December,89,29485
Grainger,2015,January,23,22657
Grainger,2015,February,20,22657
Grainger,2015,March,27,22657
Grainger,2015,April,23,22657
Grainger,2015,May,26,22657
Grainger,2015,June,24,22657
Grainger,2015,July,29,22657
Grainger,2015,August,27,22657
Grainger,2015,September,48,22657
Grainger,2015,October,28,22657
Grainger,2015,November,25,22657
Grainger,2015,December,38,22657
Greene,2015,January,133,68831
Greene,2015,February,158,68831
Greene,2015,March,132,68831
Greene,2015,April,155,68831
Greene,2015,May,146,68831
Greene,2015,June,149,68831
Greene,2015,July,153,68831
Greene,2015,August,173,68831
Greene,2015,September,173,68831
Greene,2015,October,200,68831
Greene,2015,November,187,68831
Greene,2015,December,170,68831
Grundy,2015,January,17,13703
Grundy,2015,February,11,13703
Grundy,2015,March,17,13703
Grundy,2015,April,21,13703
Grundy,2015,May,23,13703
Grundy,2015,June,22,13703
Grundy,2015,July,21,13703
Grundy,2015,August,36,13703
Grundy,2015,September,31,13703
Grundy,2015,October,32,13703
Grundy,2015,November,19,13703
Grundy,2015,December,33,13703
Hamblen,2015,January,85,62544
Hamblen,2015,February,76,62544
Hamblen,2015,March,104,62544
Hamblen,2015,April,100,62544
Hamblen,2015,May,120,62544
Hamblen,2015,June,97,62544
Hamblen,2015,July,129,62544
Hamblen,2015,August,144,62544
Hamblen,2015,September,157,62544
Hamblen,2015,October,157,62544
Hamblen,2015,November,151,62544
Hamblen,2015,December,139,62544
Hamilton,2015,January,963,336463
Hamilton,2015,February,924,336463
Hamilton,2015,March,1011,336463
Hamilton,2015,April,1066,336463
Hamilton,2015,May,1048,336463
Hamilton,2015,June,1029,336463
Hamilton,2015,July,1014,336463
Hamilton,2015,August,1032,336463
Hamilton,2015,September,1064,336463
Hamilton,2015,October,1326,336463
Hamilton,2015,November,1215,336463
Hamilton,2015,December,1264,336463
Hancock,2015,January,12,6819
Hancock,2015,February,6,6819
Hancock,2015,March,10,6819
Hancock,2015,April,7,6819
Hancock,2015,May,5,6819
Hancock,2015,June,7,6819
Hancock,2015,July,13,6819
Hancock,2015,August,11,6819
Hancock,2015,September,11,6819
Hancock,2015,October,12,6819
Hancock,2015,November,10,6819
Hancock,2015,December,10,6819
Hardeman,2015,January,48,27253
Hardeman,2015,February,44,27253
Hardeman,2015,March,40,27253
Hardeman,2015,April,39,27253
Hardeman,2015,May,42,27253
Hardeman,2015,June,28,27253
Hardeman,2015,July,38,27253
Hardeman,2015,August,48,27253
Hardeman,2015,September,38,27253
Hardeman,2015,October,43,27253
Hardeman,2015,November,53,27253
Hardeman,2015,December,56,27253
Hardin,2015,January,64,26026
Hardin,2015,February,59,26026
Hardin,2015,March,47,26026
Hardin,2015,April,52,26026
Hardin,2015,May,57,26026
Hardin,2015,June,34,26026
Hardin,2015,July,51,26026
Hardin,2015,August,47,26026
Hardin,2015,September,58,26026
Hardin,2015,October,69,26026
Hardin,2015,November,69,26026
Hardin,2015,December,79,26026
Hawkins,2015,January,68,56833
Hawkins,2015,February,41,56833
Hawkins,2015,March,58,56833
Hawkins,2015,April,61,56833
Hawkins,2015,May,59,56833
Hawkins,2015,June,76,56833
Hawkins,2015,July,74,56833
Hawkins,2015,August,75,56833
Hawkins,2015,September,93,56833
Hawkins,2015,October,82,56833
Hawkins,2015,November,72,56833
Hawkins,2015,December,75,56833
Haywood,2015,January,24,18787
Haywood,2015,February,36,18787
Haywood,2015,March,34,18787
Haywood,2015,April,33,18787
Haywood,2015,May,54,18787
Haywood,2015,June,54,18787
Haywood,2015,July,34,18787
Haywood,2015,August,38,18787
Haywood,2015,September,33,18787
Haywood,2015,October,50,18787
Haywood,2015,November,65,18787
Haywood,2015,December,48,18787
Henderson,2015,January,62,27769
Henderson,2015,February,57,27769
Henderson,2015,March,80,27769
Henderson,2015,April,74,27769
Henderson,2015,May,77,27769
Henderson,2015,June,75,27769
Henderson,2015,July,84,27769
Henderson,2015,August,67,27769
Henderson,2015,September,64,27769
Henderson,2015,October,67,27769
Henderson,2015,November,84,27769
Henderson,2015,December,64,27769
Henry,2015,January,25,32330
Henry,2015,February,41,32330
Henry,2015,March,40,32330
Henry,2015,April,37,32330
Henry,2015,May,38,32330
Henry,2015,June,46,32330
Henry,2015,July,41,32330
Henry,2015,August,38,32330
Henry,2015,September,42,32330
Henry,2015,October,29,32330
Henry,2015,November,46,32330
Henry,2015,December,47,32330
Hickman,2015,January,30,24690
Hickman,2015,February,54,24690
Hickman,2015,March,45,24690
Hickman,2015,April,47,24690
Hickman,2015,May,42,24690
Hickman,2015,June,40,24690
Hickman,2015,July,43,24690
Hickman,2015,August,52,24690
Hickman,2015,September,53,24690
Hickman,2015,October,49,24690
Hickman,2015,November,70,24690
Hickman,2015,December,46,24690
Houston,2015,January,2,8426
Houston,2015,February,3,8426
Houston,2015,March,9,8426
Houston,2015,April,19,8426
Houston,2015,May,8,8426
Houston,2015,June,6,8426
Houston,2015,July,6,8426
Houston,2015,August,5,8426
Houston,2015,September,9,8426
Houston,2015,October,13,8426
Houston,2015,November,8,8426
Houston,2015,December,3,8426
Humphreys,2015,January,39,18538
Humphreys,2015,February,28,18538
Humphreys,2015,March,33,18538
Humphreys,2015,April,20,18538
Humphreys,2015,May,46,18538
Humphreys,2015,June,29,18538
Humphreys,2015,July,25,18538
Humphreys,2015,August,29,18538
Humphreys,2015,September,29,18538
Humphreys,2015,October,40,18538
Humphreys,2015,November,31,18538
Humphreys,2015,December,32,18538
Jackson,2015,January,17,11638
Jackson,2015,February,10,11638
Jackson,2015,March,8,11638
Jackson,2015,April,13,11638
Jackson,2015,May,11,11638
Jackson,2015,June,5,11638
Jackson,2015,July,4,11638
Jackson,2015,August,20,11638
Jackson,2015,September,17,11638
Jackson,2015,October,17,11638
Jackson,2015,November,17,11638
Jackson,2015,December,19,11638
Jefferson,2015,January,81,51407
Jefferson,2015,February,90,51407
Jefferson,2015,March,79,51407
Jefferson,2015,April,79,51407
Jefferson,2015,May,97,51407
Jefferson,2015,June,80,51407
Jefferson,2015,July,115,51407
Jefferson,2015,August,91,51407
Jefferson,2015,September,120,51407
Jefferson,2015,October,113,51407
Jefferson,2015,November,103,51407
Jefferson,2015,December,97,51407
Johnson,2015,January,24,18244
Johnson,2015,February,34,18244
Johnson,2015,March,22,18244
Johnson,2015,April,26,18244
Johnson,2015,May,26,18244
Johnson,2015,June,27,18244
Johnson,2015,July,21,18244
Johnson,2015,August,23,18244
Johnson,2015,September,29,18244
Johnson,2015,October,36,18244
Johnson,2015,November,34,18244
Johnson,2015,December,38,18244
Knox,2015,January,992,432226
Knox,2015,February,797,432226
Knox,2015,March,1055,432226
Knox,2015,April,1146,432226
Knox,2015,May,1103,432226
Knox,2015,June,977,432226
Knox,2015,July,1083,432226
Knox,2015,August,1185,432226
Knox,2015,September,1230,432226
Knox,2015,October,1355,432226
Knox,2015,November,1195,432226
Knox,2015,December,1261,432226
Lake,2015,January,2,7832
Lake,2015,February,2,7832
Lake,2015,March,3,7832
Lake,2015,April,3,7832
Lake,2015,May,9,7832
Lake,2015,June,5,7832
Lake,2015,July,5,7832
Lake,2015,August,3,7832
Lake,2015,September,2,7832
Lake,2015,October,12,7832
Lake,2015,November,5,7832
Lake,2015,December,11,7832
Lauderdale,2015,January,39,27815
Lauderdale,2015,February,38,27815
Lauderdale,2015,March,53,27815
Lauderdale,2015,April,40,27815
Lauderdale,2015,May,42,27815
Lauderdale,2015,June,37,27815
Lauderdale,2015,July,37,27815
Lauderdale,2015,August,36,27815
Lauderdale,2015,September,31,27815
Lauderdale,2015,October,47,27815
Lauderdale,2015,November,57,27815
Lauderdale,2015,December,43,27815
Lawrence,2015,January,69,41869
Lawrence,2015,February,70,41869
Lawrence,2015,March,78,41869
Lawrence,2015,April,59,41869
Lawrence,2015,May,60,41869
Lawrence,2015,June,60,41869
Lawrence,2015,July,78,41869
Lawrence,2015,August,73,41869
Lawrence,2015,September,63,41869
Lawrence,2015,October,90,41869
Lawrence,2015,November,85,41869
Lawrence,2015,December,61,41869
Lewis,2015,January,15,12161
Lewis,2015,February,11,12161
Lewis,2015,March,15,12161
Lewis,2015,April,12,12161
Lewis,2015,May,17,12161
Lewis,2015,June,8,12161
Lewis,2015,July,14,12161
Lewis,2015,August,24,12161
Lewis,2015,September,31,12161
Lewis,2015,October,20,12161
Lewis,2015,November,15,12161
Lewis,2015,December,11,12161
Lincoln,2015,January,58,33361
Lincoln,2015,February,42,33361
Lincoln,2015,March,65,33361
Lincoln,2015,April,56,33361
Lincoln,2015,May,91,33361
Lincoln,2015,June,47,33361
Lincoln,2015,July,48,33361
Lincoln,2015,August,70,33361
Lincoln,2015,September,66,33361
Lincoln,2015,October,72,33361
Lincoln,2015,November,65,33361
Lincoln,2015,December,72,33361
Loudon,2015,January,103,48556
Loudon,2015,February,72,48556
Loudon,2015,March,97,48556
Loudon,2015,April,108,48556
Loudon,2015,May,121,48556
Loudon,2015,June,104,48556
Loudon,2015,July,111,48556
Loudon,2015,August,106,48556
Loudon,2015,September,102,48556
Loudon,2015,October,150,48556
Loudon,2015,November,151,48556
Loudon,2015,December,136,48556
Macon,2015,January,22,22248
Macon,2015,February,21,22248
Macon,2015,March,30,22248
Macon,2015,April,36,22248
Macon,2015,May,23,22248
Macon,2015,June,35,22248
Macon,2015,July,32,22248
Macon,2015,August,29,22248
Macon,2015,September,26,22248
Macon,2015,October,29,22248
Macon,2015,November,33,22248
Macon,2015,December,30,22248
Madison,2015,January,235,98294
Madison,2015,February,258,98294
Madison,2015,March,265,98294
Madison,2015,April,266,98294
Madison,2015,May,296,98294
Madison,2015,June,302,98294
Madison,2015,July,283,98294
Madison,2015,August,276,98294
Madison,2015,September,283,98294
Madison,2015,October,350,98294
Madison,2015,November,373,98294
Madison,2015,December,377,98294
Marion,2015,January,49,28237
Marion,2015,February,51,28237
Marion,2015,March,62,28237
Marion,2015,April,68,28237
Marion,2015,May,62,28237
Marion,2015,June,42,28237
Marion,2015,July,65,28237
Marion,2015,August,71,28237
Marion,2015,September,51,28237
Marion,2015,October,69,28237
Marion,2015,November,86,28237
Marion,2015,December,67,28237
Marshall,2015,January,67,30617
Marshall,2015,February,56,30617
Marshall,2015,March,59,30617
Marshall,2015,April,46,30617
Marshall,2015,May,63,30617
Marshall,2015,June,68,30617
Marshall,2015,July,49,30617
Marshall,2015,August,59,30617
Marshall,2015,September,72,30617
Marshall,2015,October,69,30617
Marshall,2015,November,68,30617
Marshall,2015,December,77,30617
Maury,2015,January,199,80956
Maury,2015,February,183,80956
Maury,2015,March,177,80956
Maury,2015,April,168,80956
Maury,2015,May,220,80956
Maury,2015,June,199,80956
Maury,2015,July,188,80956
Maury,2015,August,202,80956
Maury,2015,September,221,80956
Maury,2015,October,235,80956
Maury,2015,November,255,80956
Maury,2015,December,242,80956
McMinn,2015,January,117,52266
McMinn,2015,February,111,52266
McMinn,2015,March,96,52266
McMinn,2015,April,129,52266
McMinn,2015,May,103,52266
McMinn,2015,June,126,52266
McMinn,2015,July,115,52266
McMinn,2015,August,94,52266
McMinn,2015,September,130,52266
McMinn,2015,October,143,52266
McMinn,2015,November,163,52266
McMinn,2015,December,131,52266
McNairy,2015,January,47,26075
McNairy,2015,February,45,26075
McNairy,2015,March,50,26075
McNairy,2015,April,44,26075
McNairy,2015,May,46,26075
McNairy,2015,June,33,26075
McNairy,2015,July,41,26075
McNairy,2015,August,35,26075
McNairy,2015,September,56,26075
McNairy,2015,October,54,26075
McNairy,2015,November,64,26075
McNairy,2015,December,56,26075
Meigs,2015,January,10,11753
Meigs,2015,February,16,11753
Meigs,2015,March,16,11753
Meigs,2015,April,14,11753
Meigs,2015,May,20,11753
Meigs,2015,June,18,11753
Meigs,2015,July,16,11753
Meigs,2015,August,14,11753
Meigs,2015,September,14,11753
Meigs,2015,October,19,11753
Meigs,2015,November,17,11753
Meigs,2015,December,17,11753
Monroe,2015,January,48,44519
Monroe,2015,February,47,44519
Monroe,2015,March,61,44519
Monroe,2015,April,56,44519
Monroe,2015,May,50,44519
Monroe,2015,June,66,44519
Monroe,2015,July,63,44519
Monroe,2015,August,66,44519
Monroe,2015,September,72,44519
Monroe,2015,October,96,44519
Monroe,2015,November,69,44519
Monroe,2015,December,83,44519
Montgomery,2015,January,469,172331
Montgomery,2015,February,410,172331
Montgomery,2015,March,415,172331
Montgomery,2015,April,436,172331
Montgomery,2015,May,460,172331
Montgomery,2015,June,423,172331
Montgomery,2015,July,435,172331
Montgomery,2015,August,466,172331
Montgomery,2015,September,483,172331
Montgomery,2015,October,595,172331
Montgomery,2015,November,624,172331
Montgomery,2015,December,517,172331
Moore,2015,January,7,6362
Moore,2015,February,5,6362
Moore,2015,March,7,6362
Moore,2015,April,8,6362
Moore,2015,May,15,6362
Moore,2015,June,5,6362
Moore,2015,July,8,6362
Moore,2015,August,13,6362
Moore,2015,September,8,6362
Moore,2015,October,13,6362
Moore,2015,November,12,6362
Moore,2015,December,7,6362
Morgan,2015,January,23,21987
Morgan,2015,February,11,21987
Morgan,2015,March,13,21987
Morgan,2015,April,14,21987
Morgan,2015,May,26,21987
Morgan,2015,June,26,21987
Morgan,2015,July,14,21987
Morgan,2015,August,19,21987
Morgan,2015,September,22,21987
Morgan,2015,October,16,21987
Morgan,2015,November,17,21987
Morgan,2015,December,13,21987
Obion,2015,January,50,31807
Obion,2015,February,60,31807
Obion,2015,March,51,31807
Obion,2015,April,43,31807
Obion,2015,May,52,31807
Obion,2015,June,52,31807
Obion,2015,July,48,31807
Obion,2015,August,49,31807
Obion,2015,September,55,31807
Obion,2015,October,61,31807
Obion,2015,November,51,31807
Obion,2015,December,65,31807
Overton,2015,January,36,22083
Overton,2015,February,33,22083
Overton,2015,March,37,22083
Overton,2015,April,29,22083
Overton,2015,May,36,22083
Overton,2015,June,30,22083
Overton,2015,July,45,22083
Overton,2015,August,49,22083
Overton,2015,September,41,22083
Overton,2015,October,51,22083
Overton,2015,November,56,22083
Overton,2015,December,39,22083
Perry,2015,January,7,7915
